 id  |    day     | customer_id | campaign_id | campaign  | campaign_state | campaign_serving_status | clicks | start_date |  end_date  |  budget  | budget_explicitly_shared | label_ids | labels | invalid_clicks | conversions | conv_rate |   ctr   | cost | impressions | search_lost_is | avg_position | interaction_rate | interactions 
  20 | 2016-11-20 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |   33.33 |    5 |    53850000 |            183 |         2.54 |              1.8 |            5
  21 | 2016-11-21 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |   27.27 |    8 |    55230000 |            141 |         7.69 |              1.7 |            8
  22 | 2016-11-22 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |   11.11 |    5 |    54960000 |            181 |         6.43 |              1.7 |            5
  23 | 2016-11-23 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    5 |    54820000 |            178 |         7.25 |              1.8 |            5
  24 | 2016-11-24 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    6 |    55720000 |            140 |         5.43 |              1.8 |            6
  25 | 2016-11-25 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   55.56 |    7 |    53040000 |            127 |         6.42 |              1.8 |            7
  26 | 2016-11-26 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           3 |         1 |    12.5 |    9 |    53860000 |            100 |         7.38 |              1.9 |            9
  27 | 2016-11-27 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    4 |    57810000 |            188 |         5.17 |              1.7 |            4
  28 | 2016-11-28 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     13 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         4 |   30.77 |    7 |    58530000 |            189 |         7.56 |              1.8 |            7
  29 | 2016-11-29 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   18.18 |    7 |    59610000 |            163 |         7.66 |              1.9 |            7
  30 | 2016-11-30 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |      30 |    6 |    55930000 |            175 |         6.05 |              1.7 |            6
  31 | 2016-12-01 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |    12.5 |    6 |    61230000 |            180 |         7.62 |                2 |            6
  32 | 2016-12-02 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |   27.27 |    7 |    62420000 |            165 |         5.12 |              1.9 |            7
  33 | 2016-12-03 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |   14.29 |    8 |    51910000 |             93 |         2.03 |              1.6 |            8
  34 | 2016-12-04 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     12 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           2 |         1 |    8.33 |    7 |    56430000 |            167 |         2.21 |              1.7 |            7
  35 | 2016-12-05 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   18.18 |    5 |    59260000 |            202 |         5.41 |              1.7 |            5
  36 | 2016-12-06 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         8 |     100 |    9 |    58290000 |             91 |         5.07 |              1.8 |            9
  37 | 2016-12-07 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |      25 |    6 |    57490000 |            136 |         6.52 |              1.7 |            6
  38 | 2016-12-08 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    5 |    56940000 |            154 |         4.02 |              1.9 |            5
  39 | 2016-12-09 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |        10 |     100 |    5 |    56700000 |            200 |         5.94 |              1.8 |            5
  40 | 2016-12-10 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |      10 |    8 |    54900000 |            126 |         2.48 |              1.6 |            8
  41 | 2016-12-11 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |    12.5 |    8 |    53720000 |             95 |         2.68 |              1.8 |            8
  42 | 2016-12-12 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         9 |  128.57 |   14 |    46510000 |             49 |         1.05 |              1.4 |           14
  43 | 2016-12-13 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         9 |   81.82 |    5 |    58550000 |            218 |         8.33 |              1.7 |            5
  44 | 2016-12-14 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |        22 |  244.44 |    9 |    54900000 |            101 |         5.71 |              1.7 |            9
  45 | 2016-12-15 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      6 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   33.33 |    3 |    31880000 |            203 |         8.23 |                2 |            3
  46 | 2016-12-16 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      3 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         7 |  233.33 |    5 |    20630000 |             61 |         4.55 |              1.9 |            5
  47 | 2016-10-16 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   71.43 |   16 |    56130000 |             45 |         6.56 |              2.3 |           16
  48 | 2016-10-17 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         6 |      60 |    5 |    64140000 |            183 |        10.21 |              1.9 |            5
  49 | 2016-10-18 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   71.43 |   11 |    50300000 |             64 |         5.49 |              1.8 |           11
  50 | 2016-10-19 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         0 |       0 |    6 |    49830000 |            139 |        11.06 |              1.8 |            6
  51 | 2016-10-20 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    5 |    52480000 |            149 |        12.55 |              1.8 |            5
  52 | 2016-10-21 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         5 |   55.56 |    8 |    53460000 |            110 |         8.49 |              1.7 |            8
  53 | 2016-10-22 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      6 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    4 |    51510000 |            144 |         9.22 |              1.8 |            4
  54 | 2016-10-23 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |    37.5 |    9 |    49560000 |             94 |         1.89 |              1.7 |            9
  55 | 2016-10-24 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   55.56 |   13 |    54760000 |             70 |          4.9 |              1.9 |           13
  56 | 2016-10-25 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    8 |    54290000 |            120 |          6.7 |              1.7 |            8
  57 | 2016-10-26 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         7 |      70 |    9 |    53830000 |            116 |        15.79 |              1.8 |            9
  58 | 2016-10-27 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    6 |    53210000 |            141 |         3.33 |              1.9 |            6
  59 | 2016-10-28 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |   11.11 |    9 |    51590000 |            101 |         5.23 |                2 |            9
  60 | 2016-10-29 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         8 |      80 |   11 |    45870000 |             92 |         6.02 |              1.8 |           11
  61 | 2016-10-30 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |      25 |    7 |    50240000 |            112 |        12.15 |              1.7 |            7
  62 | 2016-10-31 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    5 |    45910000 |            182 |        17.98 |              2.4 |            5
  63 | 2016-11-01 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         4 |      40 |   14 |    54200000 |             69 |         2.92 |              1.9 |           14
  64 | 2016-11-02 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |        10 |     100 |   11 |    49790000 |             95 |         6.98 |              1.6 |           11
  65 | 2016-11-03 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |        25 | 1277.78 |    7 |    55190000 |            135 |        10.88 |              1.7 |            7
  66 | 2016-11-04 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         6 |      75 |    6 |    51210000 |            127 |         8.56 |              1.8 |            6
  67 | 2016-11-05 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         7 |    87.5 |    4 |    51380000 |            181 |         3.97 |              1.9 |            4
  68 | 2016-11-06 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |      30 |   12 |    51030000 |             86 |         3.31 |              1.6 |           12
  69 | 2016-11-07 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     12 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   16.67 |   10 |    71580000 |            122 |          4.2 |              1.7 |           10
  70 | 2016-11-08 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |      10 |   16 |    46120000 |             62 |         2.33 |                2 |           16
  71 | 2016-11-09 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |    62.5 |   10 |    52760000 |             82 |         5.26 |              1.7 |           10
  72 | 2016-11-10 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      6 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         4 |   66.67 |    9 |    42540000 |             65 |         7.62 |              1.6 |            9
  73 | 2016-11-11 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |         0 |       0 |    6 |    40700000 |            114 |        11.34 |              1.8 |            6
  74 | 2016-11-12 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    5 |    45990000 |            187 |         5.62 |              1.9 |            5
  75 | 2016-11-13 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         6 |   66.67 |    6 |    50390000 |            150 |          8.1 |              1.7 |            6
  76 | 2016-11-14 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |    37.5 |    8 |    46020000 |             99 |         3.77 |              1.8 |            8
  77 | 2016-11-15 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      6 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |      50 |   10 |    39590000 |             60 |         6.62 |              2.1 |           10
  78 | 2016-11-16 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      6 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    6 |    36510000 |            102 |         6.52 |              1.9 |            6
  79 | 2016-11-17 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         4 |   36.36 |    9 |    57660000 |            118 |         2.65 |              1.8 |            9
  80 | 2016-11-18 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         8 |      80 |    5 |    53020000 |            188 |         9.24 |              1.9 |            5
  81 | 2016-11-19 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |      25 |    7 |    54490000 |            122 |          3.7 |              1.7 |            7
  82 | 2016-11-20 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |   33.33 |    5 |    53850000 |            183 |         2.54 |              1.8 |            5
  83 | 2016-11-21 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |   27.27 |    8 |    55230000 |            141 |         7.69 |              1.7 |            8
  84 | 2016-11-22 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |   11.11 |    5 |    54960000 |            181 |         6.43 |              1.7 |            5
  85 | 2016-11-23 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    5 |    54820000 |            178 |         7.25 |              1.8 |            5
  86 | 2016-11-24 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   22.22 |    6 |    55720000 |            140 |         5.43 |              1.8 |            6
  87 | 2016-11-25 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         5 |   55.56 |    7 |    53040000 |            127 |         6.42 |              1.8 |            7
  88 | 2016-11-26 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           3 |         1 |    12.5 |    9 |    53860000 |            100 |         7.38 |              1.9 |            9
  89 | 2016-11-27 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    4 |    57810000 |            188 |         5.17 |              1.7 |            4
  90 | 2016-11-28 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     13 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         4 |   30.77 |    7 |    58530000 |            189 |         7.56 |              1.8 |            7
  91 | 2016-11-29 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   18.18 |    7 |    59610000 |            163 |         7.66 |              1.9 |            7
  92 | 2016-11-30 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |      30 |    6 |    55930000 |            175 |         6.05 |              1.7 |            6
  93 | 2016-12-01 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |    12.5 |    6 |    61230000 |            180 |         7.62 |                2 |            6
  94 | 2016-12-02 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         3 |   27.27 |    7 |    62420000 |            165 |         5.12 |              1.9 |            7
  95 | 2016-12-03 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |   14.29 |    8 |    51910000 |             93 |         2.03 |              1.6 |            8
  96 | 2016-12-04 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     12 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           2 |         1 |    8.33 |    7 |    56430000 |            167 |         2.21 |              1.7 |            7
  97 | 2016-12-05 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |   18.18 |    5 |    59260000 |            202 |         5.41 |              1.7 |            5
  98 | 2016-12-06 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         8 |     100 |    9 |    58290000 |             91 |         5.07 |              1.8 |            9
  99 | 2016-12-07 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         2 |      25 |    6 |    57490000 |            136 |         6.52 |              1.7 |            6
 100 | 2016-12-08 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         0 |       0 |    5 |    56940000 |            154 |         4.02 |              1.9 |            5
 101 | 2016-12-09 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |        10 |     100 |    5 |    56700000 |            200 |         5.94 |              1.8 |            5
 102 | 2016-12-10 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     10 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |      10 |    8 |    54900000 |            126 |         2.48 |              1.6 |            8
 103 | 2016-12-11 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      8 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         1 |    12.5 |    8 |    53720000 |             95 |         2.68 |              1.8 |            8
 104 | 2016-12-12 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      7 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         9 |  128.57 |   14 |    46510000 |             49 |         1.05 |              1.4 |           14
 105 | 2016-12-13 | 12345678    | 987654      | Used Cars | enabled        | ended                   |     11 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           0 |         9 |   81.82 |    5 |    58550000 |            218 |         8.33 |              1.7 |            5
 106 | 2016-12-14 | 12345678    | 987654      | Used Cars | enabled        | ended                   |      9 | 2016-09-16 | 2016-12-16 | 50000000 | f                        |  --       |  --    |      929943534 |           1 |        22 |  244.44 |    9 |    54900000 |            101 |         5.71 |              1.7 |            9
